id,name,city,country,league,conference,founded_year,arena,capacity,head_coach,nickname,image_url,website,description,ranking,category,titles,playoff_appearances,market_value,current_season_record,star_player,owner,general_manager,honors_json,last_updated
43,Telekom Baskets Bonn,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,2000,Telekom Baskets Bonn Arena,17767,TBD,Bonn,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Telekom_Baskets_Bonn_logo.svg/330px-Telekom_Baskets_Bonn_logo.svg.png,https://en.wikipedia.org/wiki/Telekom_Baskets_Bonn,"Telekom Baskets Bonn is a professional basketball club based in Bonn, Germany. The club competes in the Basketball Bundesliga, the top tier of German basketball. The club's sponsor is the T-Mobile brand, which is a subsidiary of the German telecommunications company Deutsche Telekom. The club's home arena is the Telekom Dome.",3507,men,8,17,€10M,29-30,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 8}",2026-05-12T20:23:24.924520+00:00
36,Mitteldeutscher BC,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1950,Mitteldeutscher BC Arena,6937,TBD,BC,https://upload.wikimedia.org/wikipedia/en/f/fe/MBC_logo_2019.png,https://en.wikipedia.org/wiki/Mitteldeutscher_BC,No description available.,1619,men,5,10,€8M,13-29,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 5}",2026-05-12T20:23:33.354727+00:00
563,Union Féminine Angers Basket 49,Women's by country,Women's by country,Women's by country Basketball Leagues,Western,1962,Union Féminine Angers Basket 49 Arena,16684,TBD,49,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Logo_officiel_UFAB49.png/330px-Logo_officiel_UFAB49.png,https://en.wikipedia.org/wiki/Union_Féminine_Angers_Basket_49,The Union féminine Angers Basket 49 or UFAB 49 is a French professional women's basketball club from Angers that currently plays in the La Boulangère Wonderligue.,2459,men,10,19,€8M,15-19,TBD,TBD,TBD,"{""Women's by country Basketball Leagues Titles"": 10}",2026-05-12T20:39:08.154775+00:00
1238,Keila KK,Estonia,Estonia,Estonia Basketball Leagues,Eastern,1961,Keila KK Arena,16568,TBD,KK,,https://en.wikipedia.org/wiki/Keila_KK,No description available.,3553,men,9,32,€2M,29-21,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 9}",2026-05-12T21:11:43.964995+00:00
1239,KK Baltika,Estonia,Estonia,Estonia Basketball Leagues,Eastern,1977,KK Baltika Arena,6396,TBD,Baltika,,https://en.wikipedia.org/wiki/KK_Baltika,No description available.,4531,men,9,12,€6M,17-21,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 9}",2026-05-12T21:11:46.778175+00:00
37,Niners Chemnitz,Germany,Germany,Germany Basketball Leagues,Eastern,1975,Niners Chemnitz Arena,18215,TBD,Chemnitz,https://upload.wikimedia.org/wikipedia/en/6/6d/BV_Chemnitz_99_NEW.png,https://en.wikipedia.org/wiki/Niners_Chemnitz,No description available.,1368,men,7,26,€8M,13-27,TBD,TBD,TBD,"{""Germany Basketball Leagues Titles"": 7}",2026-05-12T21:21:34.180303+00:00
40,Rostock Seawolves,Germany,Germany,Germany Basketball Leagues,Eastern,1998,Rostock Seawolves Arena,10348,TBD,Seawolves,https://upload.wikimedia.org/wikipedia/en/b/b2/Rostock_Seawolves.png,https://en.wikipedia.org/wiki/Rostock_Seawolves,No description available.,1903,men,3,30,€10M,20-22,TBD,TBD,TBD,"{""Germany Basketball Leagues Titles"": 3}",2026-05-12T21:21:42.195074+00:00
4432,Atlanta Dream,the United States,the United States,the United States Basketball Leagues,Eastern,1988,Atlanta Dream Arena,15890,TBD,Dream,,https://en.wikipedia.org/wiki/Atlanta_Dream,No description available.,1480,women,6,7,€8M,14-10,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 6}",2026-05-12T23:56:44.514686+00:00
50,Guangzhou Loong Lions,China,China,China Basketball Leagues,Eastern,1998,Guangzhou Loong Lions Arena,10083,TBD,Lions,,https://en.wikipedia.org/wiki/Guangzhou_Loong_Lions,No description available.,4144,men,1,5,€6M,30-13,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 1}",2026-05-12T21:05:27.341332+00:00
48,Fujian Sturgeons,China,China,China Basketball Leagues,Eastern,2000,Fujian Sturgeons Arena,16957,TBD,Sturgeons,https://upload.wikimedia.org/wikipedia/en/0/07/FujianSBSXunxingLogo.PNG,https://en.wikipedia.org/wiki/Fujian_Sturgeons,"Fujian SBS Xunxing Sturgeons or Fujian Xunxing or Fujian SBS are a Chinese professional men's basketball team in the Chinese Basketball Association, based in Jinjiang, Quanzhou, Fujian. The ""SBS"" reflects corporate sponsorship from the Jinjiang-based Fujian SBS Zipper Science and Technology Corporation. Unlike all the other teams in the CBA, the team originally had no English–friendly animal–type nickname.",1907,men,1,13,€15M,10-22,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 1}",2026-05-12T21:05:21.983106+00:00
53,Liaoning Flying Leopards,China,China,China Basketball Leagues,Eastern,1973,Liaoning Flying Leopards Arena,5804,TBD,Leopards,https://upload.wikimedia.org/wikipedia/en/1/11/Liaoning_Flying_Leopards.png,https://en.wikipedia.org/wiki/Liaoning_Flying_Leopards,No description available.,1787,men,0,15,€18M,10-11,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 0}",2026-05-12T21:05:34.110038+00:00
55,Ningbo Rockets,China,China,China Basketball Leagues,Western,2010,Ningbo Rockets Arena,15837,TBD,Rockets,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Ningbo_Rockets.jpg/330px-Ningbo_Rockets.jpg,https://en.wikipedia.org/wiki/Ningbo_Rockets,No description available.,617,men,0,16,€2M,28-21,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 0}",2026-05-12T21:05:37.967767+00:00
56,Qingdao Eagles,China,China,China Basketball Leagues,Western,1959,Qingdao Eagles Arena,18896,TBD,Eagles,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Qingdao_Eagles.svg/330px-Qingdao_Eagles.svg.png,https://en.wikipedia.org/wiki/Qingdao_Eagles,No description available.,1968,men,3,6,€8M,10-12,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 3}",2026-05-12T21:05:40.753842+00:00
57,Shandong Hi-Speed Kirin,China,China,China Basketball Leagues,Western,1981,Shandong Hi-Speed Kirin Arena,17016,TBD,Kirin,https://upload.wikimedia.org/wikipedia/en/3/38/Shandong_Golden_Stars.png,https://en.wikipedia.org/wiki/Shandong_Hi-Speed_Kirin,No description available.,4803,men,5,35,€3M,21-15,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 5}",2026-05-12T21:05:42.692815+00:00
1240,KK HITO,Estonia,Estonia,Estonia Basketball Leagues,Eastern,2010,KK HITO Arena,8552,TBD,HITO,,https://en.wikipedia.org/wiki/KK_HITO,No description available.,2894,men,3,33,€1M,21-29,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 3}",2026-05-12T21:11:48.851643+00:00
1241,KK Viimsi,Estonia,Estonia,Estonia Basketball Leagues,Eastern,1991,KK Viimsi Arena,14145,TBD,Viimsi,,https://en.wikipedia.org/wiki/KK_Viimsi,No description available.,1312,men,4,13,€6M,11-21,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 4}",2026-05-12T21:11:51.518323+00:00
51,Jiangsu Dragons,China,China,China Basketball Leagues,Western,1998,Jiangsu Dragons Arena,12057,TBD,Dragons,https://upload.wikimedia.org/wikipedia/en/a/a6/Jiangsu_Dragons.png,https://en.wikipedia.org/wiki/Jiangsu_Dragons,No description available.,3632,men,4,13,€15M,15-12,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 4}",2026-05-12T21:05:29.085636+00:00
52,Jilin Northeast Tigers,China,China,China Basketball Leagues,Eastern,1951,Jilin Northeast Tigers Arena,7327,TBD,Tigers,https://upload.wikimedia.org/wikipedia/en/8/8e/Jilin_Northeast_Tigers.PNG,https://en.wikipedia.org/wiki/Jilin_Northeast_Tigers,No description available.,1063,men,10,32,€4M,18-14,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 10}",2026-05-12T21:05:30.874136+00:00
54,Nanjing Monkey Kings,China,China,China Basketball Leagues,Eastern,1973,Nanjing Monkey Kings Arena,10883,TBD,Kings,https://upload.wikimedia.org/wikipedia/en/d/de/Nanjing_Monkey_Kings.png,https://en.wikipedia.org/wiki/Nanjing_Monkey_Kings,No description available.,4510,men,4,36,€16M,23-26,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 4}",2026-05-12T21:05:35.927061+00:00
1242,BC Kraft Mööbel/Kohila,Estonia,Estonia,Estonia Basketball Leagues,Eastern,1953,BC Kraft Mööbel/Kohila Arena,5002,TBD,Mööbel/Kohila,,https://en.wikipedia.org/wiki/BC_Kraft_Mööbel/Kohila,No description available.,4955,men,3,34,€12M,27-16,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 3}",2026-05-12T21:11:52.884063+00:00
1243,BC Tarvas,Estonia,Estonia,Estonia Basketball Leagues,Western,1987,BC Tarvas Arena,11009,TBD,Tarvas,,https://en.wikipedia.org/wiki/BC_Tarvas,No description available.,4907,men,1,38,€14M,18-12,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 1}",2026-05-12T21:11:55.230283+00:00
1244,Rapla KK,Estonia,Estonia,Estonia Basketball Leagues,Eastern,1982,Rapla KK Arena,9022,TBD,KK,,https://en.wikipedia.org/wiki/Rapla_KK,No description available.,3475,men,2,9,€17M,21-28,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 2}",2026-05-12T21:11:57.838422+00:00
1245,BC Tallinna Kalev,Estonia,Estonia,Estonia Basketball Leagues,Western,2005,BC Tallinna Kalev Arena,8340,TBD,Kalev,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/KalevTallinn.png/330px-KalevTallinn.png,https://en.wikipedia.org/wiki/BC_Tallinna_Kalev,"Tallinna Kalev is a basketball team based in Tallinn, Estonia. The team was founded in 2002 as Pirita Palliklubi and played in the Korvpalli Meistriliiga (KML) from 2002 to 2024.",2981,men,10,36,€19M,13-10,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 10}",2026-05-12T21:12:00.856646+00:00
1246,KK Kalev,Estonia,Estonia,Estonia Basketball Leagues,Western,2008,KK Kalev Arena,16083,TBD,Kalev,,https://en.wikipedia.org/wiki/KK_Kalev,"Kalev was a professional basketball club from Tallinn, Estonia. The team played in the Estonian Basketball League and in the Soviet Union Basketball League. Their home arena was Kalev Sports Hall.",298,men,1,29,€19M,28-13,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 1}",2026-05-12T21:12:04.162603+00:00
1247,TalTech Basketball,Estonia,Estonia,Estonia Basketball Leagues,Western,1955,TalTech Basketball Arena,15108,TBD,Basketball,https://upload.wikimedia.org/wikipedia/en/0/0a/Taltechbasketball.png,https://en.wikipedia.org/wiki/TalTech_Basketball,"TalTech Basketball, also known as TalTech/ALEXELA for sponsorship reasons, is a professional basketball team based in Tallinn, Estonia. They are a part of the Tallinn University of Technology Sports Club. The team plays in the Estonian-Latvian Basketball League and the Korvpalli Meistriliiga (KML). Their home arena is the TalTech Sports Hall.",544,men,9,7,€17M,14-25,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 9}",2026-05-12T21:12:06.109840+00:00
1248,TTÜ/A. Le Coq,Estonia,Estonia,Estonia Basketball Leagues,Eastern,1985,TTÜ/A. Le Coq Arena,7648,TBD,Coq,,https://en.wikipedia.org/wiki/TTÜ/A._Le_Coq,No description available.,1281,men,9,38,€11M,10-24,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 9}",2026-05-12T21:12:08.114307+00:00
1566,Hong Kong women's national under-16 basketball team,Hong Kong,Hong Kong,Hong Kong Basketball Leagues,Eastern,1993,Hong Kong women's national under-16 basketball team Arena,6658,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Hong_Kong.svg/330px-Flag_of_Hong_Kong.svg.png,https://en.wikipedia.org/wiki/Hong_Kong_women's_national_under-16_basketball_team,No description available.,4190,men,7,13,€6M,13-26,TBD,TBD,TBD,"{""Hong Kong Basketball Leagues Titles"": 7}",2026-05-13T20:23:33.227784+00:00
567,Germany women's national basketball team,Women's by country,Women's by country,Women's by country Basketball Leagues,Western,1992,Germany women's national basketball team Arena,5393,TBD,team,https://upload.wikimedia.org/wikipedia/en/8/80/German_Basketball_Federation_logo.jpg,https://en.wikipedia.org/wiki/Germany_women's_national_basketball_team,The Germany women's national basketball team is the women's basketball team that represents Germany in international competitions. It is governed by the German Basketball Federation (DBB).,4207,men,8,13,€7M,28-12,TBD,TBD,TBD,"{""Women's by country Basketball Leagues Titles"": 8}",2026-05-12T20:39:33.792773+00:00
61,Sichuan Blue Whales,China,China,China Basketball Leagues,Eastern,1987,Sichuan Blue Whales Arena,15938,TBD,Whales,https://upload.wikimedia.org/wikipedia/en/b/be/Sichuan_Blue_Whales.png,https://en.wikipedia.org/wiki/Sichuan_Blue_Whales,"The Sichuan Jinqiang Blue Whales (四川金强蓝鲸), also known as Sichuan Jinqiang or Sichuan Jinrong Industry, are a professional basketball team based in Wenjiang District, Chengdu, Sichuan, China, which plays in the North Division of the Chinese Basketball Association. The Jinqiang Group is the club's corporate sponsor, while its mascot is a blue whale.",2704,men,7,24,€5M,16-29,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 7}",2026-05-12T21:05:52.892674+00:00
60,Shenzhen Leopards,China,China,China Basketball Leagues,Western,1964,Shenzhen Leopards Arena,7710,TBD,Leopards,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Shenzhen_Leopards.svg/330px-Shenzhen_Leopards.svg.png,https://en.wikipedia.org/wiki/Shenzhen_Leopards,No description available.,4827,men,7,24,€9M,13-15,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 7}",2026-05-12T21:05:49.819898+00:00
63,Xinjiang Flying Tigers,China,China,China Basketball Leagues,Eastern,1986,Xinjiang Flying Tigers Arena,18173,TBD,Tigers,https://upload.wikimedia.org/wikipedia/en/4/44/Xinjiang_Flying_Tigers.png,https://en.wikipedia.org/wiki/Xinjiang_Flying_Tigers,"The Xinjiang Flying Tigers are a professional basketball team based in Ürümqi, Xinjiang, China. The team plays its home games at the Ürümqi Olympic Sports Center, which has a capacity for 12,000 spectators. The club joined the Chinese Basketball Association Division 2 in the 1999–2000 CBA season, advanced to Division 1A in the 2002–03 season, and had three consecutive Grand Finals appearances in the 2008–09, 2009–10 and 2010–11 seasons. The Flying Tigers won their first Championship in the 2016–17 CBA season, defeating Guangdong Southern Tigers 4–0 in the finals.",1840,men,2,39,€11M,18-21,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 2}",2026-05-12T21:05:58.251706+00:00
64,Zhejiang Golden Bulls,China,China,China Basketball Leagues,Eastern,1969,Zhejiang Golden Bulls Arena,19483,TBD,Bulls,https://upload.wikimedia.org/wikipedia/en/0/07/GoldenBulls.jpg,https://en.wikipedia.org/wiki/Zhejiang_Golden_Bulls,"The Zhejiang Golden Bulls are a Chinese professional basketball team based in Yiwu, Zhejiang, China. It competes in the Chinese Basketball Association (CBA), in the Southern Division. Its corporate sponsor is Zhejiang Chouzhou Commercial Bank.",927,men,4,23,€17M,27-25,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 4}",2026-05-12T21:05:59.760767+00:00
80,PBC Lokomotiv Kuban,Basketball teams by former country,Basketball teams by former country,Basketball teams by former country Basketball Leagues,Western,1968,PBC Lokomotiv Kuban Arena,17543,TBD,Kuban,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/PBC_Lokomotiv-Kuban_logo.svg/330px-PBC_Lokomotiv-Kuban_logo.svg.png,https://en.wikipedia.org/wiki/PBC_Lokomotiv_Kuban,No description available.,4878,men,7,34,€4M,28-30,TBD,TBD,TBD,"{""Basketball teams by former country Basketball Leagues Titles"": 7}",2026-05-12T20:26:54.319306+00:00
65,Zhejiang Lions,China,China,China Basketball Leagues,Western,1999,Zhejiang Lions Arena,13080,TBD,Lions,https://upload.wikimedia.org/wikipedia/en/1/10/Zhejiang_Lions.png,https://en.wikipedia.org/wiki/Zhejiang_Lions,"The Zhejiang Guangsha Lions are a Chinese professional basketball team based in Hangzhou, Zhejiang, which plays in the North Division of the Chinese Basketball Association. Guangsha is the name of the club's corporate sponsor, but to prevent confusion with the older Zhejiang Golden Bulls, many Chinese websites refer to the team as the Guangsha Lions. This is to avoid the issue of having two Zhejiang clubs on the same list when team names are shown in shortform, with Guangsha becoming the ""geographical"" designation, as Hangzhou seems to not be an option.",4229,men,2,37,€19M,21-17,TBD,TBD,TBD,"{""China Basketball Leagues Titles"": 2}",2026-05-12T21:06:01.176740+00:00
1249,BC Valga-Valka,Estonia,Estonia,Estonia Basketball Leagues,Eastern,1962,BC Valga-Valka Arena,10702,TBD,Valga-Valka,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/BC_Valga-Valka_crest.png/330px-BC_Valga-Valka_crest.png,https://en.wikipedia.org/wiki/BC_Valga-Valka,"BC Valga-Valka, also known as BC Valga-Valka/Maks & Moorits for sponsorship reasons, is a basketball club representing the twin towns of Valga, Estonia and Valka, Latvia. The team plays in the Latvian–Estonian Basketball League. Their home arena is the Valga Sports Hall. From 2015 to 2018 the team uniquely competed in both Estonian and Latvian domestic top leagues.",2537,men,4,18,€8M,27-13,TBD,TBD,TBD,"{""Estonia Basketball Leagues Titles"": 4}",2026-05-12T21:12:11.539121+00:00
1250,Ethiopia men's national under-16 basketball team,Ethiopia,Ethiopia,Ethiopia Basketball Leagues,Western,1967,Ethiopia men's national under-16 basketball team Arena,11709,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Flag_of_Ethiopia.svg/330px-Flag_of_Ethiopia.svg.png,https://en.wikipedia.org/wiki/Ethiopia_men's_national_under-16_basketball_team,"The Ethiopia men's national under-16 basketball team is a national basketball team of Ethiopia, administered by Ethiopian Basketball Federation. It represents the country in men's international under-16 basketball competitions.",4432,men,7,26,€9M,25-26,TBD,TBD,TBD,"{""Ethiopia Basketball Leagues Titles"": 7}",2026-05-12T21:12:16.317327+00:00
